round_epochs,loss,PR_AUC,val_loss,val_PR_AUC,activation1,activation2,batch_size,dropout1,dropout2,epochs,losses,neurons1,neurons2,optimizer
26,0.01950555088600232,0.26861882,0.019010614763856005,0.5258038,<function relu at 0x7f7b05e984d0>,<function relu at 0x7f7b05e984d0>,4096,0.4,0.30000000000000004,26,<function binary_crossentropy at 0x7f7b088b0e60>,64,8,SGD
4,0.005571437591447115,0.62616646,0.004869808559777516,0.65667707,<function relu at 0x7f7b05e984d0>,<function relu at 0x7f7b05e984d0>,128,0.30000000000000004,0.4,18,<function binary_crossentropy at 0x7f7b088b0e60>,64,8,Adam
10,0.0007775425298053087,0.001914442,0.0007504008676659964,0.0017321488,<function sigmoid at 0x7f7b05e985f0>,<function relu at 0x7f7b05e984d0>,64,0.4,0.5,10,<function logcosh at 0x7f7b088b0cb0>,128,64,SGD
18,0.0035355634202145886,0.3886112,0.0033989608415918135,0.5993999,<function relu at 0x7f7b05e984d0>,<function relu at 0x7f7b05e984d0>,2048,0.4,0.5,18,<function logcosh at 0x7f7b088b0cb0>,8,64,SGD
10,0.003540486696204017,0.14393535,0.003371532607369672,0.17641419,<function relu at 0x7f7b05e984d0>,<function relu at 0x7f7b05e984d0>,1024,0.5,0.2,10,<function logcosh at 0x7f7b088b0cb0>,16,32,SGD
34,0.0007488466196896726,0.044026725,0.0007436498246044427,0.40872857,<function relu at 0x7f7b05e984d0>,<function sigmoid at 0x7f7b05e985f0>,1024,0.1,0.5,34,<function logcosh at 0x7f7b088b0cb0>,128,8,Adam
10,0.014264672315344808,0.0021149334,0.01230267182473174,0.0017321488,<function sigmoid at 0x7f7b05e985f0>,<function relu at 0x7f7b05e984d0>,1024,0.2,0.4,18,<function binary_crossentropy at 0x7f7b088b0e60>,64,64,SGD
10,0.010478661159251777,0.17296824,0.007851658341077997,0.5958356,<function relu at 0x7f7b05e984d0>,<function relu at 0x7f7b05e984d0>,4096,0.2,0.1,10,<function binary_crossentropy at 0x7f7b088b0e60>,64,8,Adam
18,0.0006582788981190504,0.645985,0.0006666581742065387,0.65041363,<function sigmoid at 0x7f7b05e985f0>,<function sigmoid at 0x7f7b05e985f0>,2048,0.5,0.1,18,<function logcosh at 0x7f7b088b0cb0>,8,32,RMSprop
26,0.0007507483704017743,0.0020268345,0.0007502995383586153,0.0017321488,<function sigmoid at 0x7f7b05e985f0>,<function sigmoid at 0x7f7b05e985f0>,32,0.30000000000000004,0.5,26,<function logcosh at 0x7f7b088b0cb0>,8,128,SGD
26,0.008239679760677545,0.53613734,0.008099970935901861,0.626447,<function sigmoid at 0x7f7b05e985f0>,<function sigmoid at 0x7f7b05e985f0>,4096,0.1,0.4,26,<function binary_crossentropy at 0x7f7b088b0e60>,64,32,RMSprop
18,0.01148205931497047,0.32628432,0.011417282354694962,0.25281268,<function sigmoid at 0x7f7b05e985f0>,<function relu at 0x7f7b05e984d0>,128,0.1,0.4,18,<function binary_crossentropy at 0x7f7b088b0e60>,32,8,SGD
